timestamp,avg_speed,green_time,rain,temp,event_flag,hour_of_day,day_of_week,is_holiday,minute,flow_weighted
01/10/2025 00:00,56.6,50,0,24.5,0,0,3,0,0,88
01/10/2025 00:05,51.2,45,1,23.9,0,0,3,0,5,100
01/10/2025 00:10,54.2,45,0,18.7,0,0,3,0,10,122
01/10/2025 00:15,56.8,40,0,21.4,0,0,3,0,15,139
01/10/2025 00:20,55.6,45,0,20.2,0,0,3,0,20,135
01/10/2025 00:25,56.6,35,0,19.7,0,0,3,0,25,61
01/10/2025 00:30,52.8,35,0,22.5,0,0,3,0,30,85
01/10/2025 00:35,50.3,50,1,18.3,0,0,3,0,35,123
01/10/2025 00:40,60.0,35,0,24.5,0,0,3,0,40,85
01/10/2025 00:45,55.9,45,0,24.0,0,0,3,0,45,73
01/10/2025 00:50,53.5,50,0,25.7,0,0,3,0,50,143
01/10/2025 00:55,52.7,45,1,20.4,0,0,3,0,55,104
01/10/2025 01:00,55.1,45,0,19.5,0,1,3,0,0,87
01/10/2025 01:05,55.1,35,0,23.6,0,1,3,0,5,124
01/10/2025 01:10,55.2,35,0,23.7,0,1,3,0,10,80
01/10/2025 01:15,55.4,50,0,24.2,0,1,3,0,15,93
01/10/2025 01:20,54.7,35,0,23.8,0,1,3,0,20,65
01/10/2025 01:25,58.3,45,0,21.9,0,1,3,0,25,128
01/10/2025 01:30,55.6,50,0,20.5,0,1,3,0,30,112
01/10/2025 01:35,52.6,50,0,22.9,0,1,3,0,35,160
01/10/2025 01:40,52.4,50,0,20.6,0,1,3,0,40,104
01/10/2025 01:45,57.1,35,0,21.7,0,1,3,0,45,148
01/10/2025 01:50,55.9,50,0,20.7,0,1,3,0,50,102
01/10/2025 01:55,53.6,35,0,22.0,0,1,3,0,55,119
01/10/2025 02:00,57.0,40,0,23.2,0,2,3,0,0,120
01/10/2025 02:05,55.4,50,0,20.0,0,2,3,0,5,123
01/10/2025 02:10,48.5,45,0,19.7,0,2,3,0,10,118
01/10/2025 02:15,59.1,45,0,20.5,0,2,3,0,15,111
01/10/2025 02:20,56.2,50,0,18.3,0,2,3,0,20,109
01/10/2025 02:25,55.4,35,0,22.0,0,2,3,0,25,129
01/10/2025 02:30,52.7,40,0,20.9,0,2,3,0,30,97
01/10/2025 02:35,56.9,40,0,20.6,0,2,3,0,35,93
01/10/2025 02:40,54.4,35,0,21.3,0,2,3,0,40,81
01/10/2025 02:45,48.8,50,1,17.7,0,2,3,0,45,114
01/10/2025 02:50,45.8,40,1,23.5,0,2,3,0,50,146
01/10/2025 02:55,56.7,35,0,19.6,0,2,3,0,55,104
01/10/2025 03:00,51.3,45,0,19.4,0,3,3,0,0,132
01/10/2025 03:05,57.6,50,0,21.9,0,3,3,0,5,87
01/10/2025 03:10,49.9,40,0,21.4,0,3,3,0,10,92
01/10/2025 03:15,55.4,50,0,24.2,0,3,3,0,15,69
01/10/2025 03:20,53.1,50,0,18.2,0,3,3,0,20,121
01/10/2025 03:25,48.5,50,0,18.3,0,3,3,0,25,50
01/10/2025 03:30,54.3,50,0,17.8,0,3,3,0,30,140
01/10/2025 03:35,42.4,40,1,20.4,0,3,3,0,35,159
01/10/2025 03:40,56.8,40,0,19.6,0,3,3,0,40,145
01/10/2025 03:45,53.3,35,0,18.8,0,3,3,0,45,110
01/10/2025 03:50,54.7,45,0,20.0,0,3,3,0,50,173
01/10/2025 03:55,54.1,40,0,18.1,0,3,3,0,55,133
01/10/2025 04:00,55.2,45,0,23.1,0,4,3,0,0,129
01/10/2025 04:05,58.7,45,0,18.6,0,4,3,0,5,113
01/10/2025 04:10,41.9,40,1,18.9,0,4,3,0,10,71
01/10/2025 04:15,54.6,45,0,15.2,0,4,3,0,15,100
01/10/2025 04:20,48.0,35,1,16.7,0,4,3,0,20,108
01/10/2025 04:25,57.2,35,1,18.8,0,4,3,0,25,114
01/10/2025 04:30,55.7,35,0,19.4,0,4,3,0,30,98
01/10/2025 04:35,51.1,45,1,21.4,0,4,3,0,35,147
01/10/2025 04:40,57.5,50,0,17.0,0,4,3,0,40,103
01/10/2025 04:45,60.0,50,0,20.9,0,4,3,0,45,67
01/10/2025 04:50,54.5,35,0,21.2,0,4,3,0,50,56
01/10/2025 04:55,56.8,40,0,21.4,0,4,3,0,55,120
01/10/2025 05:00,54.3,45,0,22.2,0,5,3,0,0,74
01/10/2025 05:05,59.4,35,0,17.8,0,5,3,0,5,50
01/10/2025 05:10,53.2,50,0,21.3,0,5,3,0,10,101
01/10/2025 05:15,56.6,35,0,23.7,0,5,3,0,15,116
01/10/2025 05:20,52.2,35,0,23.0,0,5,3,0,20,102
01/10/2025 05:25,56.1,35,0,24.0,0,5,3,0,25,81
01/10/2025 05:30,50.8,50,0,20.7,0,5,3,0,30,152
01/10/2025 05:35,57.4,50,0,19.0,0,5,3,0,35,64
01/10/2025 05:40,47.1,40,0,15.1,0,5,3,0,40,113
01/10/2025 05:45,43.1,50,1,17.7,0,5,3,0,45,139
01/10/2025 05:50,57.7,35,0,19.1,0,5,3,0,50,107
01/10/2025 05:55,51.8,50,0,19.5,0,5,3,0,55,113
01/10/2025 06:00,25.7,40,0,19.1,0,6,3,0,0,800
01/10/2025 06:05,32.4,45,0,21.3,0,6,3,0,5,639
01/10/2025 06:10,32.6,40,0,21.1,0,6,3,0,10,749
01/10/2025 06:15,11.1,35,0,20.8,1,6,3,0,15,1027
01/10/2025 06:20,42.7,35,0,22.2,0,6,3,0,20,620
01/10/2025 06:25,32.1,45,0,19.7,0,6,3,0,25,594
01/10/2025 06:30,32.6,40,0,22.9,0,6,3,0,30,670
01/10/2025 06:35,28.1,35,0,18.3,0,6,3,0,35,741
01/10/2025 06:40,18.4,40,1,20.1,0,6,3,0,40,814
01/10/2025 06:45,29.7,50,0,21.3,0,6,3,0,45,757
01/10/2025 06:50,27.6,50,0,16.8,0,6,3,0,50,765
01/10/2025 06:55,30.7,35,0,19.7,0,6,3,0,55,681
01/10/2025 07:00,22.1,45,0,22.9,0,7,3,0,0,899
01/10/2025 07:05,14.0,50,0,20.6,0,7,3,0,5,1085
01/10/2025 07:10,28.0,40,0,17.8,0,7,3,0,10,953
01/10/2025 07:15,34.2,35,0,19.7,0,7,3,0,15,680
01/10/2025 07:20,8.0,45,1,18.8,0,7,3,0,20,1200
01/10/2025 07:25,23.2,35,0,22.5,0,7,3,0,25,922
01/10/2025 07:30,22.7,35,0,21.7,0,7,3,0,30,765
01/10/2025 07:35,4.6,45,0,18.3,1,7,3,0,35,1200
01/10/2025 07:40,20.3,40,0,18.2,0,7,3,0,40,972
01/10/2025 07:45,18.6,50,0,20.0,0,7,3,0,45,907
01/10/2025 07:50,22.4,40,0,21.5,0,7,3,0,50,918
01/10/2025 07:55,25.7,45,0,20.1,0,7,3,0,55,762
01/10/2025 08:00,31.9,45,0,23.2,0,8,3,0,0,678
01/10/2025 08:05,33.9,50,0,23.1,0,8,3,0,5,655
01/10/2025 08:10,26.0,50,0,23.6,0,8,3,0,10,780
01/10/2025 08:15,26.5,45,0,19.7,0,8,3,0,15,707
01/10/2025 08:20,27.8,45,0,21.9,0,8,3,0,20,712
01/10/2025 08:25,30.0,50,0,24.7,0,8,3,0,25,715
01/10/2025 08:30,33.9,50,0,21.2,0,8,3,0,30,670
01/10/2025 08:35,36.7,40,0,20.9,0,8,3,0,35,579
01/10/2025 08:40,18.2,45,1,21.5,0,8,3,0,40,931
01/10/2025 08:45,31.8,45,0,21.5,0,8,3,0,45,752
01/10/2025 08:50,31.5,40,0,22.7,0,8,3,0,50,695
01/10/2025 08:55,30.3,35,0,21.3,0,8,3,0,55,697
01/10/2025 09:00,46.6,50,0,19.7,0,9,3,0,0,370
01/10/2025 09:05,38.9,50,0,26.1,0,9,3,0,5,482
01/10/2025 09:10,41.9,35,0,24.7,0,9,3,0,10,418
01/10/2025 09:15,47.6,40,0,24.0,0,9,3,0,15,353
01/10/2025 09:20,35.9,40,1,23.5,0,9,3,0,20,508
01/10/2025 09:25,45.6,40,0,23.1,0,9,3,0,25,326
01/10/2025 09:30,40.8,40,0,22.1,0,9,3,0,30,375
01/10/2025 09:35,30.6,45,1,20.0,0,9,3,0,35,498
01/10/2025 09:40,44.5,45,0,27.0,0,9,3,0,40,435
01/10/2025 09:45,47.6,40,0,23.7,0,9,3,0,45,351
01/10/2025 09:50,39.1,50,1,20.5,0,9,3,0,50,439
01/10/2025 09:55,42.0,35,0,21.7,0,9,3,0,55,402
01/10/2025 10:00,49.6,35,0,25.6,0,10,3,0,0,314
01/10/2025 10:05,39.2,50,1,25.6,0,10,3,0,5,390
01/10/2025 10:10,46.9,40,0,23.5,0,10,3,0,10,378
01/10/2025 10:15,48.0,40,0,22.8,0,10,3,0,15,308
01/10/2025 10:20,47.4,35,0,23.9,0,10,3,0,20,386
01/10/2025 10:25,41.1,35,0,21.1,0,10,3,0,25,412
01/10/2025 10:30,50.5,45,0,24.0,0,10,3,0,30,311
01/10/2025 10:35,30.4,35,1,24.1,0,10,3,0,35,488
01/10/2025 10:40,49.7,35,0,28.1,0,10,3,0,40,273
01/10/2025 10:45,40.6,35,0,24.1,0,10,3,0,45,396
01/10/2025 10:50,41.0,35,0,25.5,0,10,3,0,50,394
01/10/2025 10:55,41.4,45,0,28.2,0,10,3,0,55,389
01/10/2025 11:00,40.9,45,0,24.2,0,11,3,0,0,510
01/10/2025 11:05,40.4,45,0,25.0,0,11,3,0,5,499
01/10/2025 11:10,35.4,50,1,25.2,0,11,3,0,10,357
01/10/2025 11:15,46.3,35,0,22.9,0,11,3,0,15,422
01/10/2025 11:20,17.5,45,0,25.8,1,11,3,0,20,529
01/10/2025 11:25,41.5,50,0,28.6,0,11,3,0,25,463
01/10/2025 11:30,46.0,50,0,28.0,0,11,3,0,30,365
01/10/2025 11:35,32.3,40,1,28.7,0,11,3,0,35,539
01/10/2025 11:40,29.8,45,1,25.0,0,11,3,0,40,515
01/10/2025 11:45,44.9,35,0,24.0,0,11,3,0,45,371
01/10/2025 11:50,40.3,35,0,30.8,0,11,3,0,50,374
01/10/2025 11:55,44.8,40,0,26.7,0,11,3,0,55,434
01/10/2025 12:00,40.6,50,0,24.3,0,12,3,0,0,417
01/10/2025 12:05,47.4,45,0,32.6,0,12,3,0,5,301
01/10/2025 12:10,37.5,40,0,27.3,0,12,3,0,10,550
01/10/2025 12:15,41.1,35,0,21.6,0,12,3,0,15,450
01/10/2025 12:20,39.7,50,0,30.4,0,12,3,0,20,415
01/10/2025 12:25,43.2,50,0,22.9,0,12,3,0,25,458
01/10/2025 12:30,39.9,45,1,28.1,0,12,3,0,30,375
01/10/2025 12:35,46.8,45,0,29.2,0,12,3,0,35,303
01/10/2025 12:40,48.7,45,0,28.9,0,12,3,0,40,282
01/10/2025 12:45,52.0,40,0,30.6,0,12,3,0,45,246
01/10/2025 12:50,35.3,35,1,29.5,0,12,3,0,50,494
01/10/2025 12:55,43.8,45,0,31.2,0,12,3,0,55,371
01/10/2025 13:00,45.7,40,0,28.3,0,13,3,0,0,415
01/10/2025 13:05,43.7,40,0,27.7,0,13,3,0,5,393
01/10/2025 13:10,38.3,45,0,27.8,0,13,3,0,10,493
01/10/2025 13:15,43.9,40,0,31.3,0,13,3,0,15,395
01/10/2025 13:20,44.5,35,0,27.3,0,13,3,0,20,276
01/10/2025 13:25,50.5,45,0,30.2,0,13,3,0,25,353
01/10/2025 13:30,42.4,40,0,26.8,0,13,3,0,30,592
01/10/2025 13:35,46.8,40,0,26.9,0,13,3,0,35,328
01/10/2025 13:40,39.9,45,0,30.9,0,13,3,0,40,443
01/10/2025 13:45,41.5,40,0,29.4,0,13,3,0,45,487
01/10/2025 13:50,39.5,35,0,24.2,0,13,3,0,50,423
01/10/2025 13:55,47.0,40,0,26.8,0,13,3,0,55,289
01/10/2025 14:00,51.3,50,0,24.2,0,14,3,0,0,390
01/10/2025 14:05,49.0,35,0,28.6,0,14,3,0,5,275
01/10/2025 14:10,40.3,45,0,28.8,0,14,3,0,10,467
01/10/2025 14:15,41.3,45,0,28.4,0,14,3,0,15,401
01/10/2025 14:20,38.0,40,0,31.7,0,14,3,0,20,547
01/10/2025 14:25,36.7,50,0,30.2,0,14,3,0,25,447
01/10/2025 14:30,28.0,35,0,34.3,1,14,3,0,30,311
01/10/2025 14:35,48.6,40,0,30.4,0,14,3,0,35,370
01/10/2025 14:40,55.1,35,0,30.4,0,14,3,0,40,249
01/10/2025 14:45,38.1,45,0,29.9,0,14,3,0,45,519
01/10/2025 14:50,36.7,45,1,28.8,0,14,3,0,50,358
01/10/2025 14:55,35.5,50,0,28.0,0,14,3,0,55,474
01/10/2025 15:00,39.0,45,0,29.4,0,15,3,0,0,461
01/10/2025 15:05,47.8,50,0,29.5,0,15,3,0,5,351
01/10/2025 15:10,29.7,45,1,29.6,0,15,3,0,10,593
01/10/2025 15:15,34.9,35,1,31.1,0,15,3,0,15,492
01/10/2025 15:20,12.0,35,0,30.4,1,15,3,0,20,890
01/10/2025 15:25,48.7,40,0,28.8,0,15,3,0,25,290
01/10/2025 15:30,40.5,40,0,28.4,0,15,3,0,30,505
01/10/2025 15:35,39.6,40,0,30.3,0,15,3,0,35,448
01/10/2025 15:40,39.9,40,0,28.0,0,15,3,0,40,333
01/10/2025 15:45,36.4,40,0,29.0,0,15,3,0,45,513
01/10/2025 15:50,43.9,40,0,28.8,0,15,3,0,50,340
01/10/2025 15:55,28.6,50,1,34.7,0,15,3,0,55,617
01/10/2025 16:00,22.4,50,1,27.5,0,16,3,0,0,808
01/10/2025 16:05,25.1,45,0,28.4,0,16,3,0,5,845
01/10/2025 16:10,31.8,50,0,28.9,0,16,3,0,10,819
01/10/2025 16:15,12.2,35,0,29.1,0,16,3,0,15,1052
01/10/2025 16:20,25.5,50,0,32.0,0,16,3,0,20,798
01/10/2025 16:25,26.4,40,1,29.5,0,16,3,0,25,721
01/10/2025 16:30,15.1,50,1,27.4,0,16,3,0,30,919
01/10/2025 16:35,29.8,35,0,32.9,0,16,3,0,35,649
01/10/2025 16:40,18.1,45,0,30.5,0,16,3,0,40,1040
01/10/2025 16:45,33.3,50,0,30.8,0,16,3,0,45,785
01/10/2025 16:50,33.3,35,0,31.3,0,16,3,0,50,691
01/10/2025 16:55,17.6,50,1,27.5,0,16,3,0,55,903
01/10/2025 17:00,10.3,45,0,29.8,0,17,3,0,0,1175
01/10/2025 17:05,12.0,50,0,31.5,0,17,3,0,5,1154
01/10/2025 17:10,17.6,35,0,28.5,0,17,3,0,10,1019
01/10/2025 17:15,24.5,45,0,30.4,0,17,3,0,15,838
01/10/2025 17:20,16.6,45,0,30.9,0,17,3,0,20,952
01/10/2025 17:25,3.0,45,0,26.9,1,17,3,0,25,1200
01/10/2025 17:30,16.5,45,0,27.8,0,17,3,0,30,1022
01/10/2025 17:35,26.3,40,0,25.3,0,17,3,0,35,831
01/10/2025 17:40,17.8,40,0,30.3,0,17,3,0,40,1082
01/10/2025 17:45,20.2,50,0,33.6,0,17,3,0,45,862
01/10/2025 17:50,17.3,50,0,28.4,0,17,3,0,50,957
01/10/2025 17:55,17.4,45,0,29.4,0,17,3,0,55,997
01/10/2025 18:00,29.5,35,0,31.4,0,18,3,0,0,775
01/10/2025 18:05,23.2,35,0,29.9,0,18,3,0,5,907
01/10/2025 18:10,28.9,40,0,27.4,0,18,3,0,10,806
01/10/2025 18:15,38.8,35,0,32.4,0,18,3,0,15,787
01/10/2025 18:20,26.4,45,0,29.7,0,18,3,0,20,825
01/10/2025 18:25,22.1,50,0,28.9,0,18,3,0,25,832
01/10/2025 18:30,25.5,50,0,29.0,0,18,3,0,30,883
01/10/2025 18:35,38.1,45,0,30.5,0,18,3,0,35,527
01/10/2025 18:40,21.8,35,0,28.1,0,18,3,0,40,926
01/10/2025 18:45,27.9,40,0,32.5,0,18,3,0,45,728
01/10/2025 18:50,24.7,40,1,31.8,0,18,3,0,50,749
01/10/2025 18:55,32.2,50,0,29.3,0,18,3,0,55,649
01/10/2025 19:00,36.5,35,1,28.7,0,19,3,0,0,444
01/10/2025 19:05,23.1,40,0,26.8,1,19,3,0,5,496
01/10/2025 19:10,47.0,35,0,27.3,0,19,3,0,10,196
01/10/2025 19:15,47.6,35,0,26.3,0,19,3,0,15,306
01/10/2025 19:20,50.8,40,0,28.1,0,19,3,0,20,275
01/10/2025 19:25,42.5,50,0,28.7,0,19,3,0,25,296
01/10/2025 19:30,50.5,35,0,25.4,0,19,3,0,30,206
01/10/2025 19:35,44.3,40,0,29.9,0,19,3,0,35,323
01/10/2025 19:40,50.0,45,0,26.8,0,19,3,0,40,326
01/10/2025 19:45,55.7,45,0,29.4,0,19,3,0,45,291
01/10/2025 19:50,48.8,50,0,30.2,0,19,3,0,50,296
01/10/2025 19:55,50.0,40,0,31.1,0,19,3,0,55,255
01/10/2025 20:00,35.1,35,1,29.7,0,20,3,0,0,342
01/10/2025 20:05,36.1,45,1,30.8,0,20,3,0,5,434
01/10/2025 20:10,35.5,35,1,29.1,0,20,3,0,10,344
01/10/2025 20:15,45.4,45,0,27.8,0,20,3,0,15,350
01/10/2025 20:20,47.2,40,0,26.6,0,20,3,0,20,271
01/10/2025 20:25,35.0,35,1,27.3,0,20,3,0,25,372
01/10/2025 20:30,40.9,50,0,30.8,0,20,3,0,30,310
01/10/2025 20:35,43.4,40,1,27.1,0,20,3,0,35,341
01/10/2025 20:40,34.5,35,1,27.5,0,20,3,0,40,450
01/10/2025 20:45,32.8,45,1,30.5,0,20,3,0,45,386
01/10/2025 20:50,42.8,40,0,27.0,0,20,3,0,50,346
01/10/2025 20:55,53.5,50,0,25.9,0,20,3,0,55,258
01/10/2025 21:00,34.0,45,1,28.6,0,21,3,0,0,460
01/10/2025 21:05,48.7,35,0,24.6,0,21,3,0,5,285
01/10/2025 21:10,44.0,35,0,27.1,0,21,3,0,10,344
01/10/2025 21:15,49.4,40,0,26.8,0,21,3,0,15,277
01/10/2025 21:20,16.7,50,1,26.9,1,21,3,0,20,464
01/10/2025 21:25,46.0,45,0,21.5,0,21,3,0,25,372
